sepal length,sepal width,petal length,petal width,sepal area,petal area,label
6.7,2.8,4.6,1.4,18.76,6.44,Iris-versicolor
6.6,2.9,4.6,1.4,19.14,6.44,Iris-versicolor
5.6,2.5,3.6,1,14,3.6,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6,2.7,5,1.6,16.2,8,Iris-versicolor
6,2.9,4.5,1.5,17.4,6.75,Iris-versicolor
5.7,2.8,4.3,1.3,15.96,5.59,Iris-versicolor
5.1,2.1,3.6,1,10.71,3.6,Iris-versicolor
6.1,2.2,4.1,1.1,13.42,4.51,Iris-versicolor
5.5,2.4,3.9,1.1,13.2,4.29,Iris-versicolor
5.7,2.5,3.8,1,14.25,3.8,Iris-versicolor
5.3,2.4,3.6,1,12.72,3.6,Iris-versicolor
6.2,2.9,4.3,1.4,17.98,6.02,Iris-versicolor
6.2,3.3,4.6,1.7,20.46,7.82,Iris-versicolor
6.4,2.8,4.5,1.4,17.92,6.3,Iris-versicolor
6.5,3.2,4.5,1.5,20.8,6.75,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.8,3,4.5,1.5,17.4,6.75,Iris-versicolor
6.1,2.8,4.1,1.3,17.08,5.33,Iris-versicolor
5.5,2.4,3.8,1,13.2,3.8,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
5.5,2.4,3.9,1.2,13.2,4.68,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.2,2.9,4.3,1.3,17.98,5.59,Iris-versicolor
5.9,3,4.3,1.5,17.7,6.45,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.7,2.7,4.1,1.2,15.39,4.92,Iris-versicolor
5.5,2.6,4.3,1.2,14.3,5.16,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
6.6,3.1,4.6,1.5,20.46,6.9,Iris-versicolor
5.9,3.1,4.3,1.6,18.29,6.88,Iris-versicolor
6.3,2.9,4.5,1.4,18.27,6.3,Iris-versicolor
5.3,2.4,3.4,1,12.72,3.4,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5.3,2.2,3.6,1,11.66,3.6,Iris-versicolor
5.1,2.1,3.6,1,10.71,3.6,Iris-versicolor
5.9,3.1,4.5,1.7,18.29,7.65,Iris-versicolor
5.5,2.3,3.9,1.2,12.65,4.68,Iris-versicolor
5.7,2.5,3.8,1,14.25,3.8,Iris-versicolor
6.4,3.2,4.5,1.5,20.48,6.75,Iris-versicolor
5.7,2.8,4.5,1.3,15.96,5.85,Iris-versicolor
5.8,2.7,3.8,1.1,15.66,4.18,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5.4,2.4,3.6,1,12.96,3.6,Iris-versicolor
5.6,2.9,3.6,1.3,16.24,4.68,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.8,2.6,3.8,1.1,15.08,4.18,Iris-versicolor
6.6,2.9,4.6,1.3,19.14,5.98,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
5.4,2.5,3.8,1.3,13.5,4.94,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.8,3,4.3,1.5,17.4,6.45,Iris-versicolor
6.5,2.9,4.5,1.3,18.85,5.85,Iris-versicolor
5.8,2.3,4.1,1.3,13.34,5.33,Iris-versicolor
6.8,3.1,4.6,1.4,21.08,6.44,Iris-versicolor
6.6,3.1,4.5,1.4,20.46,6.3,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
6.1,2.4,4.3,1.3,14.64,5.59,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.6,2.6,4.3,1.2,14.56,5.16,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.7,2.5,3.6,1,14.25,3.6,Iris-versicolor
6.5,3.1,4.5,1.4,20.15,6.3,Iris-versicolor
6,2.2,3.9,1,13.2,3.9,Iris-versicolor
6,2.9,4.5,1.4,17.4,6.3,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.7,2.9,4.6,1.4,19.43,6.44,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
5.3,2.4,3.6,1,12.72,3.6,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
5.7,3,4.3,1.4,17.1,6.02,Iris-versicolor
5.7,3,4.5,1.4,17.1,6.3,Iris-versicolor
6.7,3,4.5,1.4,20.1,6.3,Iris-versicolor
6.2,3.3,4.5,1.6,20.46,7.2,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.4,2.4,3.6,1,12.96,3.6,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
4.9,2.2,3.4,1,10.78,3.4,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
6.6,2.8,4.5,1.4,18.48,6.3,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
5.5,2.5,3.9,1.3,13.75,5.07,Iris-versicolor
5.8,2.8,4.1,1.3,16.24,5.33,Iris-versicolor
5.6,2.9,4.3,1.4,16.24,6.02,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.6,3.1,4.6,1.5,20.46,6.9,Iris-versicolor
5.7,3,4.5,1.4,17.1,6.3,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
5,2.3,3.2,1,11.5,3.2,Iris-versicolor
6.9,3.2,4.6,1.4,22.08,6.44,Iris-versicolor
6.2,3.3,4.5,1.6,20.46,7.2,Iris-versicolor
5,2.4,3.4,1,12,3.4,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.8,2.8,3.9,1.2,16.24,4.68,Iris-versicolor
5.5,2.4,3.8,1,13.2,3.8,Iris-versicolor
6.1,2.8,4.1,1.3,17.08,5.33,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6,2.7,5,1.6,16.2,8,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
6.2,2.2,4.5,1.4,13.64,6.3,Iris-versicolor
6.1,2.8,3.9,1.3,17.08,5.07,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
5.7,2.7,4.1,1.1,15.39,4.51,Iris-versicolor
6.3,2.3,4.5,1.3,14.49,5.85,Iris-versicolor
5,2.3,3.4,1,11.5,3.4,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
5.7,2.8,4.3,1.3,15.96,5.59,Iris-versicolor
5.5,2.4,3.9,1.3,13.2,5.07,Iris-versicolor
6,2.2,4.1,1.1,13.2,4.51,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
5.7,3,4.5,1.4,17.1,6.3,Iris-versicolor
5.9,3.2,4.8,1.7,18.88,8.16,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
5.7,2.9,3.8,1.3,16.53,4.94,Iris-versicolor
5.5,3,4.5,1.4,16.5,6.3,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
5.6,2.9,3.6,1.3,16.24,4.68,Iris-versicolor
6.1,2.6,5,1.6,15.86,8,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
5.4,2.5,3.8,1.3,13.5,4.94,Iris-versicolor
5.7,2.5,3.9,1.1,14.25,4.29,Iris-versicolor
6.4,2.6,4.8,1.5,16.64,7.2,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
5.1,2.5,3.1,1.1,12.75,3.41,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.1,2.4,3.1,1,12.24,3.1,Iris-versicolor
5,2.1,3.4,1,10.5,3.4,Iris-versicolor
5.5,2.4,3.9,1.3,13.2,5.07,Iris-versicolor
6.3,2.5,4.8,1.5,15.75,7.2,Iris-versicolor
5.7,3,4.3,1.2,17.1,5.16,Iris-versicolor
6.2,2.9,4.6,1.4,17.98,6.44,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
6,2.9,4.6,1.5,17.4,6.9,Iris-versicolor
6.7,3,5,1.7,20.1,8.5,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.7,2.8,3.6,1.3,15.96,4.68,Iris-versicolor
5.6,2.5,3.6,1,14,3.6,Iris-versicolor
6.3,2.4,4.6,1.4,15.12,6.44,Iris-versicolor
6.8,3.1,5,1.6,21.08,8,Iris-versicolor
5.7,2.7,4.1,1.2,15.39,4.92,Iris-versicolor
5.8,2.7,3.9,1.1,15.66,4.29,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
5.8,2.3,4.1,1.3,13.34,5.33,Iris-versicolor
5.7,3,3.9,1.3,17.1,5.07,Iris-versicolor
5.8,3,4.1,1.4,17.4,5.74,Iris-versicolor
5.4,2.4,3.6,1,12.96,3.6,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.9,3,4.3,1.5,17.7,6.45,Iris-versicolor
5.3,2.4,3.6,1,12.72,3.6,Iris-versicolor
7,3.1,4.8,1.4,21.7,6.72,Iris-versicolor
5.8,2.8,4.1,1.3,16.24,5.33,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
5.7,2.6,3.9,1.2,14.82,4.68,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.1,2.5,3.1,1.1,12.75,3.41,Iris-versicolor
6.9,3.2,4.6,1.4,22.08,6.44,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
5.5,2.4,3.9,1.1,13.2,4.29,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
6.4,3.2,4.5,1.5,20.48,6.75,Iris-versicolor
5.8,2.6,4.1,1.2,15.08,4.92,Iris-versicolor
6.1,2.9,4.8,1.4,17.69,6.72,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
6.9,3.1,4.8,1.4,21.39,6.72,Iris-versicolor
5.6,2.9,4.3,1.4,16.24,6.02,Iris-versicolor
6.5,2.8,4.5,1.4,18.2,6.3,Iris-versicolor
6,2.4,4.3,1.4,14.4,6.02,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
5.7,2.5,3.9,1.3,14.25,5.07,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
6,2.2,3.9,1,13.2,3.9,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.6,3,4.3,1.4,16.8,6.02,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5,2.4,3.1,1,12,3.1,Iris-versicolor
6.6,2.9,4.6,1.3,19.14,5.98,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.3,2.5,4.8,1.5,15.75,7.2,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
6.2,2.6,5,1.5,16.12,7.5,Iris-versicolor
6.2,2.9,4.3,1.3,17.98,5.59,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
6,2.8,3.9,1.3,16.8,5.07,Iris-versicolor
5.8,2.8,4.1,1.1,16.24,4.51,Iris-versicolor
5.8,2.6,4.1,1.2,15.08,4.92,Iris-versicolor
5.7,2.9,4.3,1.4,16.53,6.02,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6,2.8,4.8,1.6,16.8,7.68,Iris-versicolor
5.5,2.4,3.9,1.3,13.2,5.07,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.3,2.2,4.5,1.4,13.86,6.3,Iris-versicolor
6,2.2,4.1,1.1,13.2,4.51,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.1,3.4,4.5,1.6,20.74,7.2,Iris-versicolor
6,2.2,4.1,1,13.2,4.1,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
6.9,3.1,4.6,1.4,21.39,6.44,Iris-versicolor
5.4,2.4,3.8,1.1,12.96,4.18,Iris-versicolor
6.7,3,4.5,1.4,20.1,6.3,Iris-versicolor
5.6,2.4,3.9,1.1,13.44,4.29,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.7,2.9,4.6,1.4,19.43,6.44,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
5.9,3.1,4.6,1.7,18.29,7.82,Iris-versicolor
6.4,3.2,4.6,1.6,20.48,7.36,Iris-versicolor
5.8,2.2,4.3,1.4,12.76,6.02,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
6.3,2.4,4.8,1.5,15.12,7.2,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
6.3,2.3,4.5,1.3,14.49,5.85,Iris-versicolor
6.7,3,5,1.7,20.1,8.5,Iris-versicolor
6.8,3.1,4.6,1.4,21.08,6.44,Iris-versicolor
6.1,2.6,5,1.6,15.86,8,Iris-versicolor
5,2,3.6,1,10,3.6,Iris-versicolor
5.7,3,3.9,1.3,17.1,5.07,Iris-versicolor
5.8,2.7,3.9,1.1,15.66,4.29,Iris-versicolor
6.1,2.2,4.1,1.2,13.42,4.92,Iris-versicolor
5.5,2.3,3.9,1.2,12.65,4.68,Iris-versicolor
5.8,3,4.1,1.4,17.4,5.74,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5.4,2.4,3.6,1.1,12.96,3.96,Iris-versicolor
6.2,3.3,4.8,1.7,20.46,8.16,Iris-versicolor
5.8,2.7,4.1,1.1,15.66,4.51,Iris-versicolor
5.8,2.6,3.8,1.1,15.08,4.18,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
6.5,3.1,4.5,1.4,20.15,6.3,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
6,3.2,4.8,1.7,19.2,8.16,Iris-versicolor
5.8,3,4.5,1.5,17.4,6.75,Iris-versicolor
6.4,2.8,4.5,1.4,17.92,6.3,Iris-versicolor
6.6,3,4.5,1.4,19.8,6.3,Iris-versicolor
6,2.2,3.9,1,13.2,3.9,Iris-versicolor
5.5,2.6,4.3,1.2,14.3,5.16,Iris-versicolor
6.1,2.9,4.5,1.4,17.69,6.3,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
5.7,2.7,4.1,1.1,15.39,4.51,Iris-versicolor
5.4,2.5,3.8,1.3,13.5,4.94,Iris-versicolor
6.9,3.1,5,1.5,21.39,7.5,Iris-versicolor
6.6,3.1,4.5,1.4,20.46,6.3,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
6.4,2.6,4.8,1.5,16.64,7.2,Iris-versicolor
5.6,2.5,3.6,1,14,3.6,Iris-versicolor
6.5,2.8,4.6,1.4,18.2,6.44,Iris-versicolor
6.3,2.4,4.6,1.5,15.12,6.9,Iris-versicolor
5.1,2.1,3.6,1,10.71,3.6,Iris-versicolor
5.6,2.5,3.6,1,14,3.6,Iris-versicolor
6.2,3.3,4.8,1.7,20.46,8.16,Iris-versicolor
6.8,3.1,5,1.6,21.08,8,Iris-versicolor
5.1,2.4,3.1,1,12.24,3.1,Iris-versicolor
6.3,2.9,4.5,1.3,18.27,5.85,Iris-versicolor
6.3,2.3,4.3,1.3,14.49,5.59,Iris-versicolor
5.6,3,4.3,1.4,16.8,6.02,Iris-versicolor
5.8,2.3,3.9,1,13.34,3.9,Iris-versicolor
5.5,2.4,3.9,1.2,13.2,4.68,Iris-versicolor
6.5,2.8,4.6,1.4,18.2,6.44,Iris-versicolor
6,2.7,5.2,1.6,16.2,8.32,Iris-versicolor
5.5,2.7,4.1,1.4,14.85,5.74,Iris-versicolor
6.1,2.4,4.3,1.3,14.64,5.59,Iris-versicolor
5.7,3,4.3,1.3,17.1,5.59,Iris-versicolor
6,2.3,4.3,1.3,13.8,5.59,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5,2.4,3.2,1,12,3.2,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.7,2.3,3.9,1.2,13.11,4.68,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
6.8,3.1,4.6,1.4,21.08,6.44,Iris-versicolor
5.7,3,4.1,1.2,17.1,4.92,Iris-versicolor
5.7,2.8,4.5,1.3,15.96,5.85,Iris-versicolor
6.6,2.9,4.5,1.4,19.14,6.3,Iris-versicolor
5.9,2.2,3.9,1,12.98,3.9,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
6.2,2.9,4.3,1.4,17.98,6.02,Iris-versicolor
5.5,2.3,3.9,1.3,12.65,5.07,Iris-versicolor
5.5,2.4,4.1,1.3,13.2,5.33,Iris-versicolor
5.6,2.5,3.8,1,14,3.8,Iris-versicolor
5.7,3,4.5,1.4,17.1,6.3,Iris-versicolor
4.9,2.3,3.4,1,11.27,3.4,Iris-versicolor
6.1,2.2,4.1,1.1,13.42,4.51,Iris-versicolor
5.5,2.3,3.9,1.2,12.65,4.68,Iris-versicolor
6.8,3,5,1.7,20.4,8.5,Iris-versicolor
6.6,3,4.5,1.4,19.8,6.3,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
5.1,2.4,3.1,1,12.24,3.1,Iris-versicolor
5.5,2.4,4.1,1.3,13.2,5.33,Iris-versicolor
5,2.1,3.4,1,10.5,3.4,Iris-versicolor
5.6,2.4,3.9,1.1,13.44,4.29,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
6.2,2.9,4.5,1.4,17.98,6.3,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.6,2.9,3.6,1.3,16.24,4.68,Iris-versicolor
6.8,2.8,4.8,1.5,19.04,7.2,Iris-versicolor
5.6,2.9,3.6,1.3,16.24,4.68,Iris-versicolor
5.7,3.1,4.6,1.7,17.67,7.82,Iris-versicolor
6.2,3.3,4.8,1.7,20.46,8.16,Iris-versicolor
6.3,2.8,4.5,1.3,17.64,5.85,Iris-versicolor
5.8,2.6,4.1,1.2,15.08,4.92,Iris-versicolor
5.5,2.4,3.8,1,13.2,3.8,Iris-versicolor
6.6,3,4.5,1.4,19.8,6.3,Iris-versicolor
6.4,2.9,4.3,1.4,18.56,6.02,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
6.6,3,4.5,1.4,19.8,6.3,Iris-versicolor
6.3,2.5,4.8,1.5,15.75,7.2,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
5.1,2.5,3.1,1.1,12.75,3.41,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.6,2.9,4.8,1.6,19.14,7.68,Iris-versicolor
5,2.1,3.4,1,10.5,3.4,Iris-versicolor
5.7,3,4.3,1.3,17.1,5.59,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5.7,3,4.3,1.2,17.1,5.16,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
6.8,2.8,4.8,1.4,19.04,6.72,Iris-versicolor
5.4,2.5,3.8,1.3,13.5,4.94,Iris-versicolor
5.7,2.9,4.3,1.4,16.53,6.02,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.5,2.4,3.6,1,13.2,3.6,Iris-versicolor
6.5,2.8,4.5,1.5,18.2,6.75,Iris-versicolor
5.7,2.5,3.9,1.1,14.25,4.29,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.2,2.3,3.6,1,11.96,3.6,Iris-versicolor
6.2,2.6,5,1.5,16.12,7.5,Iris-versicolor
5,2.3,3.2,1,11.5,3.2,Iris-versicolor
6.3,2.4,4.6,1.4,15.12,6.44,Iris-versicolor
6.2,2.9,4.3,1.3,17.98,5.59,Iris-versicolor
6.2,3.3,4.5,1.6,20.46,7.2,Iris-versicolor
5.8,2.6,3.8,1.1,15.08,4.18,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
6,2.9,4.5,1.4,17.4,6.3,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
5.8,2.3,3.9,1,13.34,3.9,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
5.8,2.6,3.9,1.1,15.08,4.29,Iris-versicolor
5.6,3,4.3,1.3,16.8,5.59,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
6.6,2.8,4.5,1.4,18.48,6.3,Iris-versicolor
6.5,3.1,4.6,1.5,20.15,6.9,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
5,2,3.6,1,10,3.6,Iris-versicolor
6.6,2.9,4.6,1.4,19.14,6.44,Iris-versicolor
6,3.4,4.5,1.7,20.4,7.65,Iris-versicolor
6.8,2.9,4.8,1.6,19.72,7.68,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
6.3,2.4,4.8,1.4,15.12,6.72,Iris-versicolor
6.6,3.1,4.5,1.4,20.46,6.3,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5.1,2.4,3.1,1,12.24,3.1,Iris-versicolor
5.4,2.4,3.8,1,12.96,3.8,Iris-versicolor
5.9,3,4.3,1.5,17.7,6.45,Iris-versicolor
5.8,2.7,3.9,1.1,15.66,4.29,Iris-versicolor
6.8,3.1,5,1.6,21.08,8,Iris-versicolor
6.5,2.9,4.5,1.3,18.85,5.85,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
6,3.4,4.5,1.7,20.4,7.65,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.7,3,4.5,1.5,17.1,6.75,Iris-versicolor
5.8,3,4.3,1.4,17.4,6.02,Iris-versicolor
6,2.2,4.1,1.1,13.2,4.51,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
5.7,3,3.9,1.3,17.1,5.07,Iris-versicolor
5.7,2.3,4.1,1.3,13.11,5.33,Iris-versicolor
5.5,2.6,4.3,1.3,14.3,5.59,Iris-versicolor
5.7,2.7,4.1,1.2,15.39,4.92,Iris-versicolor
5.6,2.7,4.1,1.3,15.12,5.33,Iris-versicolor
6,2.8,4.8,1.6,16.8,7.68,Iris-versicolor
6.2,3.3,4.8,1.7,20.46,8.16,Iris-versicolor
6.3,2.4,4.8,1.5,15.12,7.2,Iris-versicolor
6.1,2.2,4.1,1.1,13.42,4.51,Iris-versicolor
6.4,3.2,4.5,1.5,20.48,6.75,Iris-versicolor
6.6,2.9,4.6,1.4,19.14,6.44,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
6.3,2.4,4.8,1.5,15.12,7.2,Iris-versicolor
6.8,3.1,4.5,1.4,21.08,6.3,Iris-versicolor
5.7,2.5,3.6,1,14.25,3.6,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.7,3,4.5,1.4,17.1,6.3,Iris-versicolor
6.6,2.9,4.6,1.4,19.14,6.44,Iris-versicolor
6.1,2.4,4.3,1.3,14.64,5.59,Iris-versicolor
5.8,3.2,4.8,1.7,18.56,8.16,Iris-versicolor
6.5,2.9,4.5,1.3,18.85,5.85,Iris-versicolor
6.3,2.3,4.3,1.3,14.49,5.59,Iris-versicolor
6.1,2.4,4.3,1.3,14.64,5.59,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
5.2,2.4,3.6,1,12.48,3.6,Iris-versicolor
5.6,2.9,3.8,1.3,16.24,4.94,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
